map_name,circuit_id,td,course_type,leg_index,leg_m,fitness_total,parallel_affordance,crossing_density,exit_clarity,contour_crossing_guidance,HANDRAIL_FOLLOW,LINE_CROSSING,ATTACK_POINT,DIRECT_RISK_RUN,RELIEF_CROSSING_GUIDANCE,SAFETY_RECOVERY,score_a,penalty_b,score_d,score_h
crohot,dab1a19cad,5,forest,8,1740.9,10.3464,0.4927,0.0855,0.9778,1.0,0.4872,0.0353,0.012,0.0,0.9888,0.0,0.8702,0.1493,0.5883,0.52
crohot,dab1a19cad,5,forest,9,577.8,10.3464,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1493,0.5883,0.52
crohot,dab1a19cad,5,forest,10,356.5,10.3464,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1493,0.5883,0.52
crohot,dab1a19cad,5,forest,11,326.3,10.3464,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.8702,0.1493,0.5883,0.52
crohot,dab1a19cad,5,forest,12,675.3,10.3464,0.0309,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.1493,0.5883,0.52
crohot,dab1a19cad,5,forest,13,325.9,10.3464,0.1817,0.3125,0.0,1.0,0.0,0.3125,0.6562,0.0,0.0,0.0,0.8702,0.1493,0.5883,0.52
crohot,dab1a19cad,5,forest,14,698.8,10.3464,0.6671,0.2242,0.1493,1.0,0.2578,0.2041,0.5207,0.0,0.3864,0.0,0.8702,0.1493,0.5883,0.52
crohot,dab1a19cad,5,forest,15,346.6,10.3464,0.1078,0.0,0.0,0.9159,0.0,0.0,0.5,0.0,0.0,0.0421,0.8702,0.1493,0.5883,0.52
crohot,dab1a19cad,5,forest,16,541.7,10.3464,0.399,0.1103,0.0574,1.0,0.0956,0.1065,0.5233,0.0,0.2397,0.0,0.8702,0.1493,0.5883,0.52
crohot,dab1a19cad,5,forest,17,679.1,10.3464,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.8702,0.1493,0.5883,0.52
crohot,dab1a19cad,5,forest,18,332.8,10.3464,0.4022,0.0828,0.0,1.0,0.0,0.0828,0.5414,0.0,0.0,0.0,0.8702,0.1493,0.5883,0.52
crohot,5eb72c1e9f,5,forest,0,553.0,29.5731,0.4572,0.1911,0.2253,1.0,0.217,0.1652,0.4614,0.0,0.4747,0.0,0.8702,0.1269,0.2753,0.6755
crohot,5eb72c1e9f,5,forest,1,613.1,29.5731,0.526,0.1026,0.1171,1.0,0.18,0.0954,0.4867,0.0,0.3422,0.0,0.8702,0.1269,0.2753,0.6755
crohot,5eb72c1e9f,5,forest,2,366.2,29.5731,0.7054,0.1456,0.7074,1.0,0.5933,0.0838,0.1676,0.0,0.8411,0.0,0.8702,0.1269,0.2753,0.6755
crohot,5eb72c1e9f,5,forest,3,480.5,29.5731,0.845,0.1389,0.6719,1.0,0.6926,0.0829,0.1868,0.0,0.8197,0.0,0.8702,0.1269,0.2753,0.6755
crohot,5eb72c1e9f,5,forest,4,577.9,29.5731,0.4328,0.2032,0.4993,1.0,0.3058,0.1423,0.3012,0.0,0.7066,0.0,0.8702,0.1269,0.2753,0.6755
crohot,5eb72c1e9f,5,forest,5,534.7,29.5731,0.1687,0.1842,0.3527,1.0,0.1002,0.1452,0.3833,0.0,0.5939,0.0,0.8702,0.1269,0.2753,0.6755
crohot,5eb72c1e9f,5,forest,6,630.8,29.5731,0.1995,0.1665,0.0471,1.0,0.0433,0.1618,0.5558,0.0,0.2171,0.0,0.8702,0.1269,0.2753,0.6755
